,,,,,,,,,," 16,542,750,383 "
Accounting Period Year,Accounting Period Month,Month Manufactured,Day Manufactured,Year Manufactured,Plant of Manufacture,Train,Plant Code,Trade Product Code,Value Center Code, Inventory Net Weight LBS 
2013,05,April,29,2013,Plant W,1F,1116,00090323,00009995," 670,173 "
2013,05,April,29,2013,Plant W,2A,1116,00086285,00009995," 704,210 "
2013,05,April,29,2013,Plant W,2B,1152,00086285,00009995," 704,210 "
2013,05,April,29,2013,Plant W,2C,1116,00086285,00009995," 708,176 "
2013,05,April,29,2013,Plant W,2D,1152,00086285,00009995," 635,144 "
2013,05,April,29,2013,Plant W,3C,1152,00106192,00009995," 640,101 "
2013,05,April,29,2013,Plant W,4A,1152,00106192,00009995," 648,693 "
2013,05,April,29,2013,Plant W,4C,1152,00106192,00009995," 286,344 "
2013,05,April,29,2013,Plant W,6A,1122,00013500,00009995," 582,601 "
2013,05,April,29,2013,Plant X,1A,1166,00121249,00010270," 822,339 "
2013,05,April,29,2013,Plant X,5A,1164,00086097,00010270," 844,802 "
2013,05,April,29,2013,Plant X,5B,1116,00086097,00010270," 386,892 "
2013,05,April,30,2013,Plant A,2E,1160,00035451,00007129," 429,677 "
2013,05,April,30,2013,Plant B,EA,1121,00102502,00007960," 458,000 "
2013,05,April,30,2013,Plant B,EB,1121,00102502,00007960," 456,500 "
2013,05,April,30,2013,Plant B,EC,1121,00102502,00007960," 470,500 "
2013,05,April,30,2013,Plant B,ED,1121,00102502,00007960," 468,250 "
2013,05,April,30,2013,Plant B,EE,1121,00102502,00007960," 468,000 "
2013,05,April,30,2013,Plant C,62,1116,00024793,00007129," 187,398 "
2013,05,April,30,2013,Plant M,21,1160,00018630,00007119," 389,000 "
2013,05,April,30,2013,Plant M,32,1160,00018630,00007119," 382,200 "
2013,05,April,30,2013,Plant N,3A,1116,00009593,00007129," 431,206 "
2013,05,April,30,2013,Plant N,3C,1110,00009593,00007129," 194,181 "
2013,05,April,30,2013,Plant R,1H,1165,00092936,00009995," 652,334 "
2013,05,April,30,2013,Plant R,2A,1116,00120681,00009995," 319,753 "
2013,05,April,30,2013,Plant T,1A,1149,00102122,00009995," 645,719 "
2013,05,April,30,2013,Plant T,1B,1149,00102122,00009995," 633,822 "
2013,05,April,30,2013,Plant T,1C,1149,00102122,00009995," 655,963 "
2013,05,April,30,2013,Plant T,3A,1149,00092958,00009995," 188,032 "
2013,05,April,30,2013,Plant T,3E,1153,00086083,00010269," 768,200 "
2013,05,April,30,2013,Plant T,3F,1141,00086083,00010269," 760,200 "
2013,05,April,30,2013,Plant W,1F,1116,00356617,00009995," 642,745 "
2013,05,April,30,2013,Plant W,1G,1116,00356617,00009995," 625,230 "
2013,05,April,30,2013,Plant W,1H,1116,00356617,00009995," 612,012 "
2013,05,April,30,2013,Plant W,2A,1116,00092979,00009995," 637,457 "
2013,05,April,30,2013,Plant W,2B,1116,00092979,00009995," 712,472 "
2013,05,April,30,2013,Plant W,2C,1116,00092979,00009995," 705,863 "
2013,05,April,30,2013,Plant W,2E,1152,00092979,00009995," 618,621 "
2013,05,April,30,2013,Plant W,2F,1116,00092979,00009995," 707,515 "
2013,05,April,30,2013,Plant W,3B,1116,00092910,00009995," 699,584 "
2013,05,April,30,2013,Plant W,S1,1152,00356617,00009995, 248 
2013,05,May,01,2013,Plant A,9B,1160,00045325,00007129," 444,006 "
2013,05,May,01,2013,Plant B,EA,1121,00102502,00007960," 469,000 "
2013,05,May,01,2013,Plant C,51,1126,00127720,00007129," 405,205 "
2013,05,May,01,2013,Plant C,53,1126,00127720,00007129," 403,662 "
2013,05,May,01,2013,Plant C,54,1126,00127720,00007129," 404,324 "
2013,05,May,01,2013,Plant C,61,1126,00024793,00007129," 411,378 "
2013,05,May,01,2013,Plant K,14,1157,00016357,00018702," 600,004 "
2013,05,May,01,2013,Plant K,60,1157,00130222,00018702," 1,742,504 "
2013,05,May,01,2013,Plant M,21,1160,00018630,00007119," 395,400 "
2013,05,May,01,2013,Plant M,22,1160,00018630,00007119," 376,200 "
2013,05,May,01,2013,Plant M,31,1160,00018630,00007119," 376,000 "
2013,05,May,01,2013,Plant M,32,1160,00018630,00007119," 382,400 "
2013,05,May,01,2013,Plant N,2A,1110,00104258,00007129," 190,345 "
2013,05,May,01,2013,Plant N,3B,1110,00009593,00007129," 194,490 "
2013,05,May,01,2013,Plant N,3E,1110,00009593,00007129," 194,798 "
2013,05,May,01,2013,Plant R,1D,1156,00092936,00009995," 290,540 "
2013,05,May,01,2013,Plant R,1E,1156,00092936,00009995," 294,175 "
2013,05,May,01,2013,Plant R,1F,1116,00092936,00009995," 709,451 "
2013,05,May,01,2013,Plant R,1H,1165,00092936,00009995," 332,341 "
2013,05,May,01,2013,Plant R,1I,1116,00103305,00009995," 651,605 "
2013,05,May,01,2013,Plant R,1K,1156,00103305,00009995," 289,153 "
2013,05,May,01,2013,Plant T,1A,1149,00102122,00009995," 649,354 "
2013,05,May,01,2013,Plant T,1B,1149,00102122,00009995," 647,206 "
2013,05,May,01,2013,Plant T,1C,1149,00102122,00009995," 652,989 "
2013,05,May,01,2013,Plant T,3D,1141,00086083,00010269," 783,200 "
2013,05,May,01,2013,Plant T,3E,1166,00086083,00010269," 781,000 "
2013,05,May,01,2013,Plant T,3G,1141,00086083,00010269," 789,800 "
2013,05,May,01,2013,Plant T,3H,1166,00086083,00010269," 785,800 "
2013,05,May,01,2013,Plant W,1F,1116,00092875,00009995," 666,538 "
2013,05,May,01,2013,Plant W,1G,1116,00092875,00009995," 678,765 "
2013,05,May,01,2013,Plant W,2A,1116,00092979,00009995," 708,176 "
2013,05,May,01,2013,Plant W,2B,1152,00092979,00009995," 639,771 "
2013,05,May,01,2013,Plant W,2C,1152,00092979,00009995," 638,779 "
2013,05,May,01,2013,Plant W,2D,1116,00092979,00009995," 706,523 "
2013,05,May,01,2013,Plant W,2E,1116,00092979,00009995," 710,819 "
2013,05,May,01,2013,Plant W,2F,1116,00092979,00009995," 705,863 "
2013,05,May,01,2013,Plant W,2G,1152,00092979,00009995," 313,937 "
2013,05,May,01,2013,Plant X,5B,1116,00086097,00010270," 363,517 "
2013,05,May,02,2013,Plant A,1A,1160,00129698,00007129," 416,008 "
2013,05,May,02,2013,Plant C,23,1126,00096204,00007119," 376,800 "
2013,05,May,02,2013,Plant C,51,1126,00127720,00007129," 274,693 "
2013,05,May,02,2013,Plant M,33,1160,00018630,00007119," 383,000 "
2013,05,May,02,2013,Plant M,53,1160,00024706,00007119," 276,800 "
2013,05,May,02,2013,Plant N,2C,1116,00118705,00007129," 418,278 "
2013,05,May,02,2013,Plant N,2D,1116,00118705,00007129," 421,000 "
2013,05,May,02,2013,Plant N,2E,1116,00118705,00007129," 420,708 "
2013,05,May,02,2013,Plant N,2F,1116,00118705,00007129," 417,889 "
2013,05,May,02,2013,Plant N,2G,1116,00118705,00007129," 418,861 "
2013,05,May,02,2013,Plant N,2H,1116,00118705,00007129," 420,222 "
2013,05,May,02,2013,Plant N,2I,1116,00118705,00007129," 417,986 "
2013,05,May,02,2013,Plant N,3B,1116,00121746,00007129," 430,331 "
2013,05,May,02,2013,Plant N,3C,1110,00121746,00007129," 181,924 "
2013,05,May,02,2013,Plant N,3D,1110,00121746,00007129," 195,945 "
2013,05,May,02,2013,Plant N,3E,1116,00121746,00007129," 430,040 "
2013,05,May,02,2013,Plant N,3F,1116,00121746,00007129," 425,471 "
2013,05,May,02,2013,Plant N,3I,1110,00045180,00007129," 192,682 "
2013,05,May,02,2013,Plant N,3K,1110,00236317,00007129," 190,477 "
2013,05,May,02,2013,Plant N,3L,1110,00236317,00007129," 192,903 "
2013,05,May,02,2013,Plant R,1A,1156,00103305,00009995," 292,127 "
2013,05,May,02,2013,Plant R,1B,1156,00103305,00009995," 294,704 "
2013,05,May,02,2013,Plant R,1C,1156,00103305,00009995," 292,655 "
2013,05,May,02,2013,Plant R,1D,1156,00103305,00009995," 292,986 "
2013,05,May,02,2013,Plant R,1E,1116,00103305,00009995," 710,617 "
2013,05,May,02,2013,Plant R,1F,1116,00103305,00009995," 718,922 "
2013,05,May,02,2013,Plant R,1H,1116,00103305,00009995," 718,193 "
2013,05,May,02,2013,Plant R,1I,1116,00103305,00009995," 711,345 "
2013,05,May,02,2013,Plant R,2I,1156,00184795,00009995," 291,862 "
2013,05,May,02,2013,Plant R,2J,1156,00184795,00009995," 293,184 "
2013,05,May,02,2013,Plant T,1B,1149,00102122,00009995," 642,414 "
2013,05,May,02,2013,Plant T,1D,1149,00013499,00009995," 396,056 "
2013,05,May,02,2013,Plant T,3D,1166,00086083,00010269," 765,400 "
2013,05,May,02,2013,Plant W,1G,1116,00092875,00009995," 685,044 "
2013,05,May,02,2013,Plant W,2C,1152,00092860,00009995," 709,828 "
2013,05,May,02,2013,Plant W,2D,1152,00092860,00009995," 708,837 "
2013,05,May,02,2013,Plant W,2E,1152,00092860,00009995," 642,745 "
2013,05,May,02,2013,Plant W,2F,1152,00092860,00009995," 640,101 "
2013,05,May,02,2013,Plant W,3A,1116,00092910,00009995," 710,159 "
2013,05,May,02,2013,Plant X,5D,1116,00086097,00010270," 811,988 "
2013,05,May,03,2013,Plant A,2C,1116,00002160,00007129," 416,669 "
2013,05,May,03,2013,Plant C,12,1116,00048104,00007119," 388,000 "
2013,05,May,03,2013,Plant C,62,1126,00007995,00007129," 413,803 "
2013,05,May,03,2013,Plant C,63,1126,00007995,00007129," 416,228 "
2013,05,May,03,2013,Plant D,01,1127,00049966,00007961," 570,300 "
2013,05,May,03,2013,Plant F,ZA,1133,00180243,00010267, 707 
2013,05,May,03,2013,Plant M,21,1160,00062814,00007119," 297,600 "
2013,05,May,03,2013,Plant M,51,1160,00024706,00007119," 289,400 "
2013,05,May,03,2013,Plant N,2E,1110,00107713,00007129," 190,169 "
2013,05,May,03,2013,Plant N,2F,1110,00107713,00007129," 190,389 "
2013,05,May,03,2013,Plant N,2G,1116,00107713,00007129," 418,083 "
2013,05,May,03,2013,Plant N,2H,1110,00107713,00007129," 190,389 "
2013,05,May,03,2013,Plant N,3C,1110,00045180,00007129," 191,271 "
2013,05,May,03,2013,Plant N,3D,1110,00045180,00007129," 191,844 "
2013,05,May,03,2013,Plant N,3G,1110,00010239,00007129," 192,858 "
2013,05,May,03,2013,Plant R,1F,1116,00092953,00009995," 640,386 "
2013,05,May,03,2013,Plant R,1G,1116,00092953,00009995," 648,837 "
2013,05,May,03,2013,Plant R,2A,1156,00184795,00009995," 292,193 "
2013,05,May,03,2013,Plant R,2B,1156,00184795,00009995," 291,400 "
2013,05,May,03,2013,Plant R,2C,1156,00184795,00009995," 292,127 "
2013,05,May,03,2013,Plant R,2D,1156,00184795,00009995," 293,250 "
2013,05,May,03,2013,Plant R,2E,1156,00184795,00009995," 292,457 "
2013,05,May,03,2013,Plant R,2F,1156,00184795,00009995," 290,871 "
2013,05,May,03,2013,Plant T,1B,1123,00243373,00009995," 262,385 "
2013,05,May,03,2013,Plant T,1C,1123,00243373,00009995," 650,345 "
2013,05,May,03,2013,Plant T,3B,1161,00092869,00009995," 15,466 "
2013,05,May,03,2013,Plant T,3F,1161,00092869,00009995," 154,986 "
2013,05,May,03,2013,Plant U,2A,1150,00089519,00010267," 640,500 "
2013,05,May,03,2013,Plant U,2B,1150,00089519,00010267," 36,400 "
2013,05,May,03,2013,Plant W,1B,1152,00092875,00009995," 635,805 "
2013,05,May,03,2013,Plant W,2A,1152,00092860,00009995," 710,819 "
2013,05,May,03,2013,Plant W,2B,1152,00092860,00009995," 641,753 "
2013,05,May,03,2013,Plant W,2C,1152,00092860,00009995," 642,084 "
2013,05,May,03,2013,Plant W,2D,1152,00092860,00009995," 301,380 "
2013,05,May,03,2013,Plant W,2H,1152,00092982,00009995," 640,101 "
2013,05,May,03,2013,Plant X,1A,1155,00121249,00010270," 837,535 "
2013,05,May,03,2013,Plant X,5A,1116,00086097,00010270," 844,582 "
2013,05,May,03,2013,Plant X,5C,1166,00086097,00010270," 757,591 "
2013,05,May,04,2013,Plant A,1A,1160,00024820,00007129," 423,063 "
2013,05,May,04,2013,Plant A,1C,1160,00024820,00007129," 425,047 "
2013,05,May,04,2013,Plant A,1F,1160,00024820,00007129," 424,826 "
2013,05,May,04,2013,Plant A,2A,1160,00002160,00007129," 427,913 "
2013,05,May,04,2013,Plant A,2D,1116,00002161,00007129," 411,819 "
2013,05,May,04,2013,Plant A,2E,1116,00002161,00007129," 409,835 "
2013,05,May,04,2013,Plant A,3A,1160,00244313,00007129," 409,394 "
2013,05,May,04,2013,Plant A,3B,1160,00244313,00007129," 409,615 "
2013,05,May,04,2013,Plant C,11,1112,00048104,00007119," 176,992 "
2013,05,May,04,2013,Plant C,12,1112,00048104,00007119," 176,629 "
2013,05,May,04,2013,Plant C,14,1112,00048104,00007119," 176,901 "
2013,05,May,04,2013,Plant C,61,1126,00007995,00007129," 410,276 "
2013,05,May,04,2013,Plant D,01,1127,00107212,00007961," 573,000 "
2013,05,May,04,2013,Plant M,32,1160,00053454,00007119," 185,400 "
2013,05,May,04,2013,Plant N,2A,1110,00107713,00007129," 191,007 "
2013,05,May,04,2013,Plant N,2B,1110,00107713,00007129," 190,345 "
2013,05,May,04,2013,Plant N,2C,1110,00107713,00007129," 188,008 "
2013,05,May,04,2013,Plant N,2D,1110,00107713,00007129," 189,552 "
2013,05,May,04,2013,Plant N,2E,1110,00107713,00007129," 190,081 "
2013,05,May,04,2013,Plant N,2F,1110,00107713,00007129," 190,169 "
2013,05,May,04,2013,Plant R,1A,1116,00092953,00009995," 291,400 "
2013,05,May,04,2013,Plant R,1H,1116,00092953,00009995," 712,511 "
2013,05,May,04,2013,Plant T,3F,1149,00092869,00009995," 646,380 "
2013,05,May,04,2013,Plant T,3G,1149,00092869,00009995," 640,597 "
2013,05,May,04,2013,Plant T,3H,1149,00092869,00009995," 647,867 "
2013,05,May,04,2013,Plant T,3I,1149,00092869,00009995," 573,018 "
2013,05,May,04,2013,Plant U,1A,1150,00009646,00010269," 152,040 "
2013,05,May,04,2013,Plant W,1B,1116,00092994,00009995," 631,509 "
2013,05,May,04,2013,Plant W,1C,1116,00092994,00009995," 633,492 "
2013,05,May,04,2013,Plant W,1F,1116,00092994,00009995," 688,679 "
2013,05,May,04,2013,Plant W,2A,1152,00092982,00009995," 638,118 "
2013,05,May,04,2013,Plant W,2C,1152,00092982,00009995," 718,090 "
2013,05,May,04,2013,Plant W,2D,1152,00092982,00009995," 718,090 "
2013,05,May,04,2013,Plant W,2E,1152,00092982,00009995," 677,773 "
2013,05,May,04,2013,Plant W,3E,1152,00109511,00009995," 110,374 "
2013,05,May,04,2013,Plant X,1A,1155,00121291,00010270," 837,314 "
2013,05,May,04,2013,Plant X,5B,1155,00086097,00010270," 99,676 "
2013,05,May,05,2013,Plant A,1A,1160,00024820,00007129," 424,826 "
2013,05,May,05,2013,Plant A,1B,1160,00024820,00007129," 422,622 "
2013,05,May,05,2013,Plant A,1C,1160,00024820,00007129," 423,504 "
2013,05,May,05,2013,Plant A,1D,1160,00024820,00007129," 415,126 "
2013,05,May,05,2013,Plant A,1E,1160,00024820,00007129," 424,386 "
2013,05,May,05,2013,Plant A,2B,1116,00002161,00007129," 223,112 "
2013,05,May,05,2013,Plant A,2C,1116,00002161,00007129," 304,126 "
2013,05,May,05,2013,Plant A,2D,1116,00002161,00007129," 427,031 "
2013,05,May,05,2013,Plant A,2E,1116,00002161,00007129," 234,311 "
2013,05,May,05,2013,Plant A,3A,1160,00244313,00007129," 415,788 "
2013,05,May,05,2013,Plant A,3B,1160,00244313,00007129," 414,685 "
2013,05,May,05,2013,Plant C,12,1116,00048104,00007119," 380,600 "
2013,05,May,05,2013,Plant C,13,1116,00048104,00007119," 372,200 "
2013,05,May,05,2013,Plant C,21,1126,00096204,00007119," 377,000 "
2013,05,May,05,2013,Plant C,22,1126,00096204,00007119," 374,200 "
2013,05,May,05,2013,Plant C,53,1112,00128116,00007129," 182,498 "
2013,05,May,05,2013,Plant C,55,1113,00128116,00007129," 180,498 "
2013,05,May,05,2013,Plant D,01,1127,00107212,00007961," 568,500 "
2013,05,May,05,2013,Plant M,31,1160,00053454,00007119," 377,800 "
2013,05,May,05,2013,Plant M,43,1160,00127688,00007119," 373,600 "
2013,05,May,05,2013,Plant N,2A,1116,00107713,00007129," 418,569 "
2013,05,May,05,2013,Plant N,2B,1116,00107713,00007129," 421,486 "
2013,05,May,05,2013,Plant N,2C,1116,00107713,00007129," 419,736 "
2013,05,May,05,2013,Plant N,2D,1110,00107713,00007129," 190,301 "
2013,05,May,05,2013,Plant N,2E,1110,00107713,00007129," 189,904 "
2013,05,May,05,2013,Plant N,2F,1110,00107713,00007129," 189,728 "
2013,05,May,05,2013,Plant N,2G,1110,00107713,00007129," 190,389 "
2013,05,May,05,2013,Plant N,3A,1110,00121662,00007129," 195,107 "
2013,05,May,05,2013,Plant N,3G,1110,00007650,00007129," 194,269 "
2013,05,May,05,2013,Plant N,3H,1110,00007650,00007129," 195,504 "
2013,05,May,05,2013,Plant N,3J,1110,00007650,00007129," 193,343 "
2013,05,May,05,2013,Plant N,3K,1110,00007650,00007129," 193,476 "
2013,05,May,05,2013,Plant R,1A,1116,00092953,00009995," 711,345 "
2013,05,May,05,2013,Plant R,2G,1116,00092942,00009995," 643,591 "
2013,05,May,05,2013,Plant T,3D,1149,00089747,00010270," 422,181 "
2013,05,May,05,2013,Plant U,1A,1166,00086131,00010270," 833,350 "
2013,05,May,05,2013,Plant U,1B,1150,00086131,00010270," 792,828 "
2013,05,May,05,2013,Plant W,1A,1116,00092994,00009995," 633,822 "
2013,05,May,05,2013,Plant W,1B,1116,00092994,00009995," 629,857 "
2013,05,May,05,2013,Plant W,1D,1116,00092994,00009995," 636,136 "
2013,05,May,05,2013,Plant W,1E,1152,00092994,00009995," 511,883 "
2013,05,May,05,2013,Plant W,1F,1152,00013583,00009995," 456,696 "
2013,05,May,05,2013,Plant W,2B,1116,00238631,00009995," 291,544 "
2013,05,May,05,2013,Plant W,2C,1116,00238631,00009995," 291,844 "
2013,05,May,05,2013,Plant W,2D,1152,00238631,00009995, 0 
2013,05,May,05,2013,Plant W,2F,1116,00238631,00009995," 290,945 "
2013,05,May,05,2013,Plant W,2G,1116,00238631,00009995," 288,996 "
2013,05,May,05,2013,Plant W,4D,1152,00013500,00009995," 34,037 "
2013,05,May,05,2013,Plant X,5A,1155,00086092,00010269," 47,400 "
2013,05,May,05,2013,Plant X,5B,1155,00086092,00010269," 50,200 "
2013,05,May,06,2013,Plant A,2A,1116,00002161,00007129," 421,520 "
2013,05,May,06,2013,Plant A,2B,1116,00002161,00007129," 422,622 "
2013,05,May,06,2013,Plant A,2C,1116,00002161,00007129," 425,267 "
2013,05,May,06,2013,Plant A,2E,1116,00002161,00007129," 422,842 "
2013,05,May,06,2013,Plant A,3B,1160,00244313,00007129," 405,646 "
2013,05,May,06,2013,Plant C,53,1113,00128116,00007129," 185,298 "
2013,05,May,06,2013,Plant M,11,1160,00062995,00007119," 360,200 "
2013,05,May,06,2013,Plant M,13,1160,00062995,00007119," 353,000 "
2013,05,May,06,2013,Plant M,32,1160,00053454,00007119," 373,200 "
2013,05,May,06,2013,Plant M,41,1160,00127688,00007119," 387,800 "
2013,05,May,06,2013,Plant M,42,1160,00127688,00007119, 849 
2013,05,May,06,2013,Plant N,2A,1116,00107713,00007129," 420,028 "
2013,05,May,06,2013,Plant N,2B,1116,00107713,00007129," 419,542 "
2013,05,May,06,2013,Plant N,2C,1116,00107713,00007129," 420,805 "
2013,05,May,06,2013,Plant N,2D,1116,00107713,00007129," 419,833 "
2013,05,May,06,2013,Plant N,2E,1116,00107713,00007129," 416,917 "
2013,05,May,06,2013,Plant N,2F,1116,00107713,00007129," 419,250 "
2013,05,May,06,2013,Plant N,2G,1116,00107713,00007129," 417,986 "
2013,05,May,06,2013,Plant N,3B,1116,00057363,00007129," 422,069 "
2013,05,May,06,2013,Plant N,3D,1116,00007650,00007129," 426,346 "
2013,05,May,06,2013,Plant R,1G,1116,00092904,00009995," 645,340 "
2013,05,May,06,2013,Plant R,2J,1111,00092942,00009995," 320,877 "
2013,05,May,06,2013,Plant R,2K,1111,00092942,00009995," 321,273 "
2013,05,May,06,2013,Plant R,2L,1116,00092942,00009995," 707,994 "
2013,05,May,06,2013,Plant T,1A,1149,00243373,00009995," 649,684 "
2013,05,May,06,2013,Plant T,1B,1149,00243373,00009995," 651,998 "
2013,05,May,06,2013,Plant T,1C,1149,00243373,00009995," 640,927 "
2013,05,May,06,2013,Plant T,1D,1149,00243373,00009995," 645,884 "
2013,05,May,06,2013,Plant T,3A,1149,00092966,00009995," 613,003 "
2013,05,May,06,2013,Plant T,3B,1149,00092966,00009995," 625,396 "
2013,05,May,06,2013,Plant W,1A,1116,00092994,00009995," 617,630 "
2013,05,May,06,2013,Plant W,1D,1116,00092994,00009995," 590,532 "
2013,05,May,06,2013,Plant W,1F,1116,00092994,00009995," 700,906 "
2013,05,May,06,2013,Plant W,1G,1116,00092994,00009995," 701,567 "
2013,05,May,06,2013,Plant W,2A,1152,00238631,00009995," 640,101 "
2013,05,May,06,2013,Plant W,2B,1152,00238631,00009995," 637,788 "
2013,05,May,06,2013,Plant W,2C,1152,00013583,00009995," 82,285 "
2013,05,May,06,2013,Plant W,3G,1152,00005956,00009995," 168,204 "
2013,05,May,07,2013,Plant A,1A,1116,00065728,00007129," 423,724 "
2013,05,May,07,2013,Plant A,2A,1116,00002161,00007129," 411,378 "
2013,05,May,07,2013,Plant A,2B,1116,00002161,00007129," 424,165 "
2013,05,May,07,2013,Plant A,2C,1116,00002161,00007129," 424,386 "
2013,05,May,07,2013,Plant A,2D,1116,00002161,00007129," 418,213 "
2013,05,May,07,2013,Plant A,3C,1160,00007650,00007129," 418,433 "
2013,05,May,07,2013,Plant A,3D,1160,00007650,00007129," 411,599 "
2013,05,May,07,2013,Plant A,3E,1160,00007650,00007129," 412,481 "
2013,05,May,07,2013,Plant C,11,1112,00048104,00007119," 176,266 "
2013,05,May,07,2013,Plant C,13,1116,00048104,00007119," 392,000 "
2013,05,May,07,2013,Plant C,21,1126,00027041,00007119, 2 
2013,05,May,07,2013,Plant C,22,1116,00184228,00007119," 376,000 "
2013,05,May,07,2013,Plant C,23,1116,00184228,00007119," 376,000 "
2013,05,May,07,2013,Plant C,A1,1116,00024793,00007129," 21,102 "
2013,05,May,07,2013,Plant M,12,1160,00062995,00007119," 377,000 "
2013,05,May,07,2013,Plant M,44,1160,00356604,00007119," 393,600 "
2013,05,May,07,2013,Plant M,52,1160,00062814,00007119," 226,400 "
2013,05,May,07,2013,Plant N,2A,1116,00107713,00007129," 417,889 "
2013,05,May,07,2013,Plant N,2B,1110,00107713,00007129," 190,081 "
2013,05,May,07,2013,Plant N,2D,1116,00107713,00007129," 415,264 "
2013,05,May,07,2013,Plant N,2G,1116,00104376,00007129," 418,083 "
2013,05,May,07,2013,Plant N,2H,1116,00104376,00007129," 418,083 "
2013,05,May,07,2013,Plant N,3F,1110,00007652,00007129," 193,299 "
2013,05,May,07,2013,Plant N,3G,1110,00007652,00007129," 193,740 "
2013,05,May,07,2013,Plant N,3H,1110,00007652,00007129," 194,313 "
2013,05,May,07,2013,Plant N,3J,1116,00007652,00007129," 427,221 "
2013,05,May,07,2013,Plant R,1G,1112,00089605,00010269," 392,800 "
2013,05,May,07,2013,Plant R,2C,1116,00092942,00009995," 707,411 "
2013,05,May,07,2013,Plant T,1A,1149,00243373,00009995," 641,753 "
2013,05,May,07,2013,Plant T,1B,1149,00243373,00009995," 649,519 "
2013,05,May,07,2013,Plant T,1C,1149,00243373,00009995," 426,459 "
2013,05,May,07,2013,Plant T,2B,1149,00089722,00010270," 618,406 "
2013,05,May,07,2013,Plant T,3F,1149,00090274,00010270," 867,046 "
2013,05,May,07,2013,Plant T,3G,1149,00090274,00010270," 865,504 "
2013,05,May,07,2013,Plant W,1A,1116,00092994,00009995," 703,880 "
2013,05,May,07,2013,Plant W,1B,1116,00092994,00009995," 707,845 "
2013,05,May,07,2013,Plant W,1C,1116,00092994,00009995," 697,932 "
2013,05,May,07,2013,Plant W,1D,1116,00092994,00009995," 703,880 "
2013,05,May,07,2013,Plant W,1E,1116,00092994,00009995," 635,475 "
2013,05,May,07,2013,Plant W,1F,1116,00092994,00009995," 630,518 "
2013,05,May,07,2013,Plant W,2C,1116,00086286,00009995," 710,489 "
2013,05,May,07,2013,Plant W,2D,1152,00086286,00009995," 714,124 "
2013,05,May,07,2013,Plant W,2F,1152,00086286,00009995," 591,854 "
2013,05,May,07,2013,Plant W,2G,1152,00013583,00009995," 339,382 "
2013,05,May,07,2013,Plant W,3B,1152,00092910,00009995," 111,695 "
2013,05,May,07,2013,Plant W,4A,1152,00092910,00009995," 496,681 "
2013,05,May,07,2013,Plant W,4C,1116,00092910,00009995," 668,190 "
2013,05,May,07,2013,Plant X,5B,1166,00086092,00010269," 777,600 "
2013,05,May,07,2013,Plant X,5C,1155,00086092,00010269," 27,880 "
2013,05,May,07,2013,Plant X,5D,1166,00086097,00010270," 784,019 "
2013,05,May,08,2013,Plant A,1A,1116,00065728,00007129," 416,890 "
2013,05,May,08,2013,Plant A,2F,1160,00002161,00007129," 301,369 "
2013,05,May,08,2013,Plant A,3C,1160,00007650,00007129," 424,386 "
2013,05,May,08,2013,Plant A,3D,1160,00007650,00007129," 392,860 "
2013,05,May,08,2013,Plant C,11,1116,00048104,00007119," 178,716 "
2013,05,May,08,2013,Plant C,13,1126,00048104,00007119," 395,400 "
2013,05,May,08,2013,Plant C,21,1116,00184228,00007119," 375,400 "
2013,05,May,08,2013,Plant C,24,1126,00184228,00007119," 376,000 "
2013,05,May,08,2013,Plant C,61,1126,00007647,00007129," 415,126 "
2013,05,May,08,2013,Plant C,62,1126,00007647,00007129," 414,685 "
2013,05,May,08,2013,Plant C,63,1126,00007647,00007129," 415,567 "
2013,05,May,08,2013,Plant M,11,1160,00062995,00007119," 352,800 "
2013,05,May,08,2013,Plant M,13,1160,00062995,00007119," 325,200 "
2013,05,May,08,2013,Plant M,32,1160,00053454,00007119," 376,200 "
2013,05,May,08,2013,Plant M,44,1160,00063498,00007119," 382,600 "
2013,05,May,08,2013,Plant M,51,1116,00062814,00007119," 381,200 "
2013,05,May,08,2013,Plant N,2C,1116,00104376,00007129," 417,986 "
2013,05,May,08,2013,Plant N,2D,1116,00104376,00007129," 418,764 "
2013,05,May,08,2013,Plant N,2E,1116,00104376,00007129," 419,930 "
2013,05,May,08,2013,Plant N,2F,1116,00104376,00007129," 417,403 "
2013,05,May,08,2013,Plant N,3A,1116,00007650,00007129," 423,721 "
2013,05,May,08,2013,Plant N,3E,1116,00057363,00007129," 421,972 "
2013,05,May,08,2013,Plant N,3F,1110,00057363,00007129," 190,345 "
2013,05,May,08,2013,Plant N,3J,1110,00057363,00007129," 191,800 "
2013,05,May,08,2013,Plant N,3K,1110,00057363,00007129," 191,227 "
2013,05,May,08,2013,Plant R,1A,1156,00086114,00010270," 386,900 "
2013,05,May,08,2013,Plant R,1B,1156,00086114,00010270," 393,419 "
2013,05,May,08,2013,Plant R,1C,1156,00086114,00010270," 388,045 "
2013,05,May,08,2013,Plant R,1D,1156,00086114,00010270," 390,952 "
2013,05,May,08,2013,Plant R,1E,1156,00086114,00010270," 386,460 "
2013,05,May,08,2013,Plant R,1F,1156,00086114,00010270," 386,900 "
2013,05,May,08,2013,Plant R,2D,1116,00090322,00009995," 639,220 "
2013,05,May,08,2013,Plant R,2F,1116,00090322,00009995," 292,457 "
2013,05,May,08,2013,Plant R,2I,1116,00090322,00009995," 642,280 "
2013,05,May,08,2013,Plant T,3A,1149,00090274,00010270," 858,897 "
