,,,,,,,,,," 16,542,750,383 "
Accounting Period Year,Accounting Period Month,Month Manufactured,Day Manufactured,Year Manufactured,Plant of Manufacture,Train,Plant Code,Trade Product Code,Value Center Code, Inventory Net Weight LBS 
2013,09,September,10,2013,Plant R,2I,1116,00092965,00009995," 641,405 "
2013,09,September,10,2013,Plant T,1B,1149,00086289,00009995," 646,875 "
2013,09,September,10,2013,Plant T,1C,1149,00086289,00009995," 646,875 "
2013,09,September,10,2013,Plant T,1D,1149,00086289,00009995," 644,232 "
2013,09,September,10,2013,Plant W,1A,1152,00068332,00009995," 635,475 "
2013,09,September,10,2013,Plant W,1D,1152,00068332,00009995," 635,144 "
2013,09,September,10,2013,Plant W,1F,1152,00068332,00009995," 636,466 "
2013,09,September,10,2013,Plant W,1G,1152,00068332,00009995," 566,078 "
2013,09,September,10,2013,Plant W,1H,1152,00068332,00009995," 69,397 "
2013,09,September,10,2013,Plant W,2A,1116,00067663,00009995," 692,314 "
2013,09,September,10,2013,Plant W,2B,1152,00067663,00009995," 304,023 "
2013,09,September,10,2013,Plant W,2E,1152,00120567,00009995," 643,075 "
2013,09,September,10,2013,Plant W,3A,1152,00013500,00009995," 114,339 "
2013,09,September,10,2013,Plant W,3A,1152,00092910,00009995," 605,072 "
2013,09,September,10,2013,Plant W,3B,1152,00092910,00009995," 650,676 "
2013,09,September,10,2013,Plant W,4A,1152,00092910,00009995," 647,371 "
2013,09,September,10,2013,Plant W,4C,1152,00092910,00009995," 645,058 "
2013,09,September,10,2013,Plant X,1A,1155,00086036,00010269," 738,400 "
2013,09,September,10,2013,Plant X,5C,1155,00086097,00010270," 145,132 "
2013,09,September,11,2013,Plant A,1A,1160,00007652,00007129," 391,317 "
2013,09,September,11,2013,Plant A,1B,1160,00007652,00007129," 415,788 "
2013,09,September,11,2013,Plant A,1C,1160,00007652,00007129," 390,655 "
2013,09,September,11,2013,Plant A,1D,1160,00007652,00007129," 412,481 "
2013,09,September,11,2013,Plant A,1E,1160,00007652,00007129," 417,551 "
2013,09,September,11,2013,Plant A,1F,1160,00007652,00007129," 405,426 "
2013,09,September,11,2013,Plant A,2A,1160,00006278,00007129," 425,047 "
2013,09,September,11,2013,Plant A,3A,1160,00244313,00007129," 414,244 "
2013,09,September,11,2013,Plant A,3B,1160,00244313,00007129," 425,267 "
2013,09,September,11,2013,Plant A,3C,1160,00244313,00007129," 406,528 "
2013,09,September,11,2013,Plant A,3D,1160,00244313,00007129," 399,474 "
2013,09,September,11,2013,Plant A,3E,1160,00244313,00007129," 411,599 "
2013,09,September,11,2013,Plant A,3F,1160,00244313,00007129," 415,567 "
2013,09,September,11,2013,Plant A,3G,1160,00159205,00007129," 432,322 "
2013,09,September,11,2013,Plant A,9B,1160,00045491,00007129," 431,220 "
2013,09,September,11,2013,Plant B,EA,1121,00102502,00007960," 463,000 "
2013,09,September,11,2013,Plant B,EB,1121,00102502,00007960," 469,750 "
2013,09,September,11,2013,Plant B,EC,1121,00102502,00007960," 466,500 "
2013,09,September,11,2013,Plant B,ED,1121,00102502,00007960," 469,250 "
2013,09,September,11,2013,Plant B,EE,1121,00102502,00007960," 478,750 "
2013,09,September,11,2013,Plant C,14,1126,00047778,00007119," 383,800 "
2013,09,September,11,2013,Plant C,21,1126,00096204,00007119," 375,800 "
2013,09,September,11,2013,Plant C,22,1126,00096204,00007119," 374,000 "
2013,09,September,11,2013,Plant C,61,1158,00007647,00007129," 411,599 "
2013,09,September,11,2013,Plant D,04,1127,00053764,00007961," 539,100 "
2013,09,September,11,2013,Plant M,12,1116,00062814,00007119," 387,800 "
2013,09,September,11,2013,Plant M,21,1160,00018630,00007119," 338,800 "
2013,09,September,11,2013,Plant M,44,1160,00127688,00007119," 375,600 "
2013,09,September,11,2013,Plant N,2A,1110,00108347,00007129," 189,640 "
2013,09,September,11,2013,Plant N,2B,1116,00108347,00007129," 417,111 "
2013,09,September,11,2013,Plant N,2C,1116,00108347,00007129," 417,500 "
2013,09,September,11,2013,Plant N,2D,1116,00108347,00007129," 417,209 "
2013,09,September,11,2013,Plant N,2F,1116,00108347,00007129," 417,014 "
2013,09,September,11,2013,Plant N,3A,1116,00057363,00007129," 426,929 "
2013,09,September,11,2013,Plant N,3B,1116,00057363,00007129," 426,638 "
2013,09,September,11,2013,Plant N,3C,1116,00057363,00007129," 427,998 "
2013,09,September,11,2013,Plant N,3J,1110,00057363,00007129," 192,682 "
2013,09,September,11,2013,Plant N,3K,1110,00057363,00007129," 193,564 "
2013,09,September,11,2013,Plant R,1A,1165,00092936,00009995," 712,074 "
2013,09,September,11,2013,Plant R,1B,1116,00103305,00009995," 638,200 "
2013,09,September,11,2013,Plant R,1D,1116,00103305,00009995," 639,657 "
2013,09,September,11,2013,Plant R,1E,1116,00103305,00009995," 704,643 "
2013,09,September,11,2013,Plant R,1F,1116,00103305,00009995," 711,637 "
2013,09,September,11,2013,Plant R,1G,1116,00103305,00009995," 715,571 "
2013,09,September,11,2013,Plant R,2A,1156,00092965,00009995," 291,928 "
2013,09,September,11,2013,Plant R,2B,1156,00092965,00009995," 292,986 "
2013,09,September,11,2013,Plant R,2C,1156,00092965,00009995," 288,690 "
2013,09,September,11,2013,Plant R,2D,1156,00092965,00009995," 292,523 "
2013,09,September,11,2013,Plant R,2E,1156,00092965,00009995," 291,598 "
2013,09,September,11,2013,Plant R,2H,1156,00092965,00009995," 290,474 "
2013,09,September,11,2013,Plant R,2I,1156,00092965,00009995," 289,086 "
2013,09,September,11,2013,Plant T,1A,1149,00086289,00009995," 638,283 "
2013,09,September,11,2013,Plant T,1C,1149,00013485,00009995," 269,490 "
2013,09,September,11,2013,Plant T,2B,1149,00089722,00010270," 20,041 "
2013,09,September,11,2013,Plant T,3D,1149,00092909,00009995," 638,614 "
2013,09,September,11,2013,Plant T,3F,1149,00092909,00009995," 629,692 "
2013,09,September,11,2013,Plant T,3G,1149,00092909,00009995," 552,529 "
2013,09,September,11,2013,Plant W,1C,1122,00086291,00009995," 702,558 "
2013,09,September,11,2013,Plant W,1D,1116,00092959,00009995," 669,842 "
2013,09,September,11,2013,Plant W,1E,1152,00092959,00009995," 637,457 "
2013,09,September,11,2013,Plant W,2B,1152,00120567,00009995," 640,431 "
2013,09,September,11,2013,Plant W,2C,1152,00120567,00009995," 638,779 "
2013,09,September,11,2013,Plant W,2E,1152,00120567,00009995," 278,578 "
2013,09,September,11,2013,Plant W,3A,1130,00092900,00009995," 717,429 "
2013,09,September,11,2013,Plant W,3D,1152,00092900,00009995," 1,784 "
2013,09,September,11,2013,Plant W,4E,1152,00092900,00009995," 646,049 "
2013,09,September,12,2013,Plant A,1A,1160,00007652,00007129," 407,190 "
2013,09,September,12,2013,Plant A,1C,1160,00007650,00007129," 412,701 "
2013,09,September,12,2013,Plant A,1D,1160,00007652,00007129," 424,386 "
2013,09,September,12,2013,Plant A,1E,1160,00007652,00007129," 411,158 "
2013,09,September,12,2013,Plant A,1F,1160,00007652,00007129," 408,733 "
2013,09,September,12,2013,Plant A,2A,1160,00028003,00007129," 427,692 "
2013,09,September,12,2013,Plant A,2B,1160,00028003,00007129," 438,936 "
2013,09,September,12,2013,Plant A,3A,1160,00159205,00007129," 411,158 "
2013,09,September,12,2013,Plant A,3B,1160,00159205,00007129," 376,546 "
2013,09,September,12,2013,Plant A,3C,1160,00374323,00007129," 395,726 "
2013,09,September,12,2013,Plant A,3D,1160,00374323,00007129," 394,403 "
2013,09,September,12,2013,Plant A,3E,1160,00374323,00007129," 395,726 "
2013,09,September,12,2013,Plant A,3F,1160,00374323,00007129," 399,694 "
2013,09,September,12,2013,Plant B,EA,1121,00102502,00007960," 484,750 "
2013,09,September,12,2013,Plant B,EB,1121,00102502,00007960," 472,250 "
2013,09,September,12,2013,Plant B,EC,1121,00102502,00007960," 471,750 "
2013,09,September,12,2013,Plant B,ED,1121,00102502,00007960," 464,000 "
2013,09,September,12,2013,Plant B,EE,1121,00102502,00007960," 471,500 "
2013,09,September,12,2013,Plant B,EF,1121,00102502,00007960," 473,500 "
2013,09,September,12,2013,Plant C,11,1126,00047778,00007119," 389,000 "
2013,09,September,12,2013,Plant C,12,1126,00047778,00007119," 352,600 "
2013,09,September,12,2013,Plant C,21,1126,00096204,00007119," 378,800 "
2013,09,September,12,2013,Plant C,22,1126,00096204,00007119," 376,800 "
2013,09,September,12,2013,Plant C,23,1126,00096204,00007119," 376,600 "
2013,09,September,12,2013,Plant C,62,1158,00007647,00007129," 411,158 "
2013,09,September,12,2013,Plant C,63,1126,00007647,00007129," 416,008 "
2013,09,September,12,2013,Plant M,42,1160,00127688,00007119," 378,600 "
2013,09,September,12,2013,Plant M,44,1160,00127688,00007119," 379,600 "
2013,09,September,12,2013,Plant M,52,1160,00048105,00007119," 2,000 "
2013,09,September,12,2013,Plant M,53,1160,00048105,00007119," 343,600 "
2013,09,September,12,2013,Plant N,2A,1116,00104295,00007129," 414,195 "
2013,09,September,12,2013,Plant N,3A,1110,00057363,00007129," 190,962 "
2013,09,September,12,2013,Plant N,3B,1116,00057363,00007129," 430,331 "
2013,09,September,12,2013,Plant N,3D,1116,00057363,00007129," 424,207 "
2013,09,September,12,2013,Plant N,3E,1116,00057363,00007129," 426,638 "
2013,09,September,12,2013,Plant N,3F,1116,00057363,00007129," 426,249 "
2013,09,September,12,2013,Plant N,3H,1116,00057363,00007129," 453,758 "
2013,09,September,12,2013,Plant N,3I,1116,00057363,00007129," 426,346 "
2013,09,September,12,2013,Plant N,3J,1116,00057363,00007129," 450,259 "
2013,09,September,12,2013,Plant N,3K,1116,00057363,00007129," 428,873 "
2013,09,September,12,2013,Plant R,1H,1116,00092953,00009995," 643,883 "
2013,09,September,12,2013,Plant R,2A,1156,00092965,00009995," 288,888 "
2013,09,September,12,2013,Plant R,2B,1156,00092965,00009995," 290,937 "
2013,09,September,12,2013,Plant R,2C,1156,00092965,00009995," 289,351 "
2013,09,September,12,2013,Plant R,2D,1156,00092965,00009995," 288,029 "
2013,09,September,12,2013,Plant R,2E,1156,00092965,00009995," 291,201 "
2013,09,September,12,2013,Plant R,2F,1116,00092956,00009995," 638,054 "
2013,09,September,12,2013,Plant R,2G,1156,00092956,00009995," 292,127 "
2013,09,September,12,2013,Plant R,2H,1156,00092956,00009995," 291,664 "
2013,09,September,12,2013,Plant R,2I,1156,00092956,00009995," 292,193 "
2013,09,September,12,2013,Plant R,2J,1156,00092956,00009995," 291,928 "
2013,09,September,12,2013,Plant T,1C,1116,00092970,00009995," 646,710 "
2013,09,September,12,2013,Plant T,3A,1149,00013488,00009995," 656,128 "
2013,09,September,12,2013,Plant T,3C,1149,00013488,00009995," 442,155 "
2013,09,September,12,2013,Plant W,1A,1116,00092959,00009995," 702,888 "
2013,09,September,12,2013,Plant W,1B,1116,00092959,00009995," 706,193 "
2013,09,September,12,2013,Plant W,1C,1116,00092959,00009995," 705,202 "
2013,09,September,12,2013,Plant W,1D,1152,00092959,00009995," 639,440 "
2013,09,September,12,2013,Plant W,1E,1152,00092959,00009995," 637,788 "
2013,09,September,12,2013,Plant W,1F,1116,00092959,00009995," 706,854 "
2013,09,September,12,2013,Plant W,2C,1152,00092982,00009995," 637,127 "
2013,09,September,12,2013,Plant W,2D,1152,00092982,00009995," 706,193 "
2013,09,September,12,2013,Plant W,2E,1152,00092982,00009995," 709,828 "
2013,09,September,12,2013,Plant X,1A,1155,00121250,00010270," 652,013 "
2013,09,September,12,2013,Plant X,5B,1166,00086089,00010270," 808,464 "
2013,09,September,12,2013,Plant X,5C,1166,00086089,00010270," 823,440 "
2013,09,September,13,2013,Plant A,1A,1160,00007652,00007129," 409,835 "
2013,09,September,13,2013,Plant A,1C,1160,00007650,00007129," 420,197 "
2013,09,September,13,2013,Plant A,1E,1158,00024764,00007129," 406,308 "
2013,09,September,13,2013,Plant A,1F,1160,00002160,00007129," 393,521 "
2013,09,September,13,2013,Plant A,2B,1160,00028003,00007129," 433,865 "
2013,09,September,13,2013,Plant A,2C,1160,00041073,00007129," 410,056 "
2013,09,September,13,2013,Plant A,2F,1160,00041073,00007129," 425,708 "
2013,09,September,13,2013,Plant A,3A,1160,00374323,00007129," 198,634 "
2013,09,September,13,2013,Plant A,3B,1160,00374104,00007129," 392,639 "
2013,09,September,13,2013,Plant A,3C,1160,00374104,00007129," 398,592 "
2013,09,September,13,2013,Plant A,3D,1160,00374104,00007129," 397,489 "
2013,09,September,13,2013,Plant A,3E,1160,00374104,00007129," 393,301 "
2013,09,September,13,2013,Plant A,3F,1160,00374104,00007129," 395,726 "
2013,09,September,13,2013,Plant B,EA,1121,00102502,00007960," 469,000 "
2013,09,September,13,2013,Plant B,EB,1121,00102502,00007960," 472,000 "
2013,09,September,13,2013,Plant B,EC,1121,00102502,00007960," 474,750 "
2013,09,September,13,2013,Plant B,ED,1121,00102502,00007960," 474,000 "
2013,09,September,13,2013,Plant C,12,1116,00063108,00007119," 386,400 "
2013,09,September,13,2013,Plant C,21,1126,00096204,00007119," 374,800 "
2013,09,September,13,2013,Plant C,22,1126,00096204,00007119," 378,200 "
2013,09,September,13,2013,Plant C,32,1126,00068675,00021701," 801,900 "
2013,09,September,13,2013,Plant C,61,1158,00007647,00007129," 395,505 "
2013,09,September,13,2013,Plant C,62,1158,00007647,00007129," 410,497 "
2013,09,September,13,2013,Plant C,63,1158,00007647,00007129," 414,465 "
2013,09,September,13,2013,Plant M,32,1160,00021974,00007119," 341,600 "
2013,09,September,13,2013,Plant M,42,1160,00356604,00007119," 375,000 "
2013,09,September,13,2013,Plant N,2A,1116,00118705,00007129," 415,362 "
2013,09,September,13,2013,Plant N,2B,1116,00118705,00007129," 418,375 "
2013,09,September,13,2013,Plant N,2C,1116,00118705,00007129," 418,375 "
2013,09,September,13,2013,Plant N,2D,1116,00118705,00007129," 440,732 "
2013,09,September,13,2013,Plant N,2E,1116,00118705,00007129," 416,431 "
2013,09,September,13,2013,Plant N,2G,1116,00107713,00007129," 416,139 "
2013,09,September,13,2013,Plant N,2H,1116,00107713,00007129," 415,848 "
2013,09,September,13,2013,Plant N,3A,1110,00057363,00007129," 194,622 "
2013,09,September,13,2013,Plant N,3B,1110,00057363,00007129," 191,977 "
2013,09,September,13,2013,Plant R,1B,1156,00104970,00009995," 322,331 "
2013,09,September,13,2013,Plant R,1C,1156,00104970,00009995," 322,926 "
2013,09,September,13,2013,Plant R,1E,1116,00092953,00009995," 640,386 "
2013,09,September,13,2013,Plant R,1F,1116,00092953,00009995," 645,631 "
2013,09,September,13,2013,Plant R,1G,1116,00092953,00009995," 707,848 "
2013,09,September,13,2013,Plant R,2B,1156,00092956,00009995," 291,730 "
2013,09,September,13,2013,Plant R,2C,1156,00092956,00009995," 291,598 "
2013,09,September,13,2013,Plant R,2D,1156,00092956,00009995," 291,201 "
2013,09,September,13,2013,Plant R,2E,1156,00092956,00009995," 289,813 "
2013,09,September,13,2013,Plant R,2F,1156,00092956,00009995," 293,845 "
2013,09,September,13,2013,Plant R,2G,1156,00092956,00009995," 292,655 "
2013,09,September,13,2013,Plant R,2H,1156,00092956,00009995," 292,457 "
2013,09,September,13,2013,Plant R,2I,1156,00092956,00009995," 292,325 "
2013,09,September,13,2013,Plant R,2J,1156,00092956,00009995," 290,474 "
2013,09,September,13,2013,Plant R,2K,1156,00092956,00009995," 291,267 "
2013,09,September,13,2013,Plant T,1A,1149,00092970,00009995," 653,485 "
2013,09,September,13,2013,Plant T,1B,1149,00092970,00009995," 653,980 "
2013,09,September,13,2013,Plant T,1C,1149,00092970,00009995," 652,824 "
2013,09,September,13,2013,Plant T,1D,1149,00092970,00009995," 643,571 "
2013,09,September,13,2013,Plant V,1A,1151,00086106,00010270," 215,253 "
2013,09,September,13,2013,Plant W,1A,1152,00092959,00009995," 632,500 "
2013,09,September,13,2013,Plant W,1B,1152,00092959,00009995," 584,584 "
2013,09,September,13,2013,Plant W,1C,1152,00092959,00009995," 637,788 "
2013,09,September,13,2013,Plant W,1D,1152,00092959,00009995," 636,796 "
2013,09,September,13,2013,Plant W,1E,1116,00092959,00009995," 703,549 "
2013,09,September,13,2013,Plant W,2A,1152,00092982,00009995," 705,202 "
2013,09,September,13,2013,Plant W,2B,1152,00092982,00009995," 634,483 "
2013,09,September,13,2013,Plant W,2C,1152,00092982,00009995," 641,753 "
2013,09,September,13,2013,Plant W,2D,1152,00092982,00009995," 553,190 "
2013,09,September,13,2013,Plant W,2E,1152,00092982,00009995," 134,497 "
2013,09,September,13,2013,Plant W,2F,1152,00013583,00009995," 533,693 "
2013,09,September,13,2013,Plant X,5A,1166,00086089,00010270," 835,112 "
2013,09,September,13,2013,Plant X,5B,1166,00086089,00010270," 834,672 "
2013,09,September,13,2013,Plant X,5C,1166,00086089,00010270," 831,368 "
2013,09,September,14,2013,Plant A,1A,1160,00002160,00007129," 397,048 "
2013,09,September,14,2013,Plant A,1B,1160,00002160,00007129," 412,481 "
2013,09,September,14,2013,Plant A,1E,1116,00002161,00007129," 401,237 "
2013,09,September,14,2013,Plant A,2A,1160,00041073,00007129," 408,292 "
2013,09,September,14,2013,Plant A,2B,1160,00041073,00007129," 414,024 "
2013,09,September,14,2013,Plant A,2C,1160,00041073,00007129," 425,488 "
2013,09,September,14,2013,Plant A,3A,1158,00129698,00007129," 2,326 "
2013,09,September,14,2013,Plant C,12,1126,00124466,00007119," 389,400 "
2013,09,September,14,2013,Plant C,13,1126,00124466,00007119," 390,200 "
2013,09,September,14,2013,Plant C,14,1126,00124466,00007119," 380,000 "
2013,09,September,14,2013,Plant C,21,1126,00096204,00007119," 377,000 "
2013,09,September,14,2013,Plant C,22,1126,00096204,00007119," 374,800 "
2013,09,September,14,2013,Plant C,23,1126,00096204,00007119," 376,200 "
2013,09,September,14,2013,Plant C,32,1116,00104793,00021701," 800,550 "
2013,09,September,14,2013,Plant C,33,1116,00104793,00021701," 811,800 "
2013,09,September,14,2013,Plant C,34,1116,00104793,00021701," 815,400 "
2013,09,September,14,2013,Plant C,63,1126,00064467,00007129," 412,260 "
2013,09,September,14,2013,Plant C,64,1126,00064467,00007129," 410,276 "
2013,09,September,14,2013,Plant D,03,1127,00103718,00007961," 537,600 "
2013,09,September,14,2013,Plant M,32,1160,00021974,00007119," 360,400 "
2013,09,September,14,2013,Plant M,33,1160,00021974,00007119," 358,800 "
2013,09,September,14,2013,Plant M,42,1160,00356604,00007119," 384,000 "
2013,09,September,14,2013,Plant M,44,1160,00063498,00007119," 377,200 "
2013,09,September,14,2013,Plant M,52,1116,00064468,00007119," 359,400 "
2013,09,September,14,2013,Plant N,2A,1116,00107713,00007129," 416,917 "
2013,09,September,14,2013,Plant N,2B,1116,00107713,00007129," 435,775 "
2013,09,September,14,2013,Plant N,2C,1116,00107713,00007129," 415,070 "
2013,09,September,14,2013,Plant N,2D,1116,00107713,00007129," 439,858 "
2013,09,September,14,2013,Plant N,2E,1112,00107713,00007129," 189,243 "
2013,09,September,14,2013,Plant N,2F,1112,00107713,00007129," 188,714 "
2013,09,September,14,2013,Plant N,2G,1112,00107713,00007129," 8,594 "
2013,09,September,14,2013,Plant R,1H,1156,00092951,00009995," 325,503 "
2013,09,September,14,2013,Plant R,1I,1156,00092951,00009995," 325,569 "
2013,09,September,14,2013,Plant R,2A,1156,00092956,00009995," 290,342 "
2013,09,September,14,2013,Plant R,2E,1156,00122484,00009995," 291,003 "
2013,09,September,14,2013,Plant R,2F,1156,00086302,00009995," 293,184 "
2013,09,September,14,2013,Plant R,2G,1156,00086302,00009995," 290,937 "
2013,09,September,14,2013,Plant R,2I,1156,00086302,00009995," 321,670 "
2013,09,September,14,2013,Plant R,2J,1156,00086302,00009995," 320,282 "
2013,09,September,14,2013,Plant R,2K,1156,00086302,00009995," 322,066 "
2013,09,September,14,2013,Plant T,1A,1149,00092970,00009995," 646,710 "
2013,09,September,14,2013,Plant T,1B,1149,00092970,00009995," 255,776 "
2013,09,September,14,2013,Plant T,1C,1149,00013473,00009995," 346,487 "
2013,09,September,14,2013,Plant T,1D,1149,00086290,00009995," 489,742 "
2013,09,September,14,2013,Plant T,3C,1149,00013473,00009995," 647,702 "
2013,09,September,14,2013,Plant V,1A,1151,00086106,00010270," 219,305 "
2013,09,September,14,2013,Plant V,1B,1151,00086106,00010270," 219,393 "
2013,09,September,14,2013,Plant W,1A,1116,00092959,00009995," 704,541 "
2013,09,September,14,2013,Plant W,1C,1152,00092959,00009995," 635,144 "
2013,09,September,14,2013,Plant W,1D,1152,00092959,00009995," 636,796 "
2013,09,September,14,2013,Plant W,2E,1116,00370616,00009995," 608,707 "
2013,09,September,14,2013,Plant W,4D,1152,00109511,00009995," 628,204 "
2013,09,September,14,2013,Plant X,5A,1166,00086089,00010270," 847,886 "
2013,09,September,15,2013,Plant A,1C,1160,00002161,00007129," 386,687 "
2013,09,September,15,2013,Plant A,1D,1160,00002161,00007129," 392,860 "
2013,09,September,15,2013,Plant A,1E,1160,00002161,00007129," 405,646 "
2013,09,September,15,2013,Plant A,1F,1160,00002161,00007129," 415,126 "
2013,09,September,15,2013,Plant A,2C,1160,00034286,00007129," 450,841 "
2013,09,September,15,2013,Plant B,EA,1121,00102502,00007960," 468,500 "
2013,09,September,15,2013,Plant C,11,1126,00063108,00007119," 380,600 "
2013,09,September,15,2013,Plant C,13,1126,00063108,00007119," 385,400 "
2013,09,September,15,2013,Plant C,21,1126,00096204,00007119," 375,400 "
2013,09,September,15,2013,Plant C,31,1126,00104793,00021701," 805,500 "
2013,09,September,15,2013,Plant C,32,1126,00104793,00021701," 805,500 "
2013,09,September,15,2013,Plant C,33,1126,00104793,00021701," 805,950 "
2013,09,September,15,2013,Plant C,34,1126,00104793,00021701," 806,850 "
2013,09,September,15,2013,Plant C,61,1126,00064467,00007129," 410,717 "
2013,09,September,15,2013,Plant C,62,1126,00064467,00007129," 324,738 "
2013,09,September,15,2013,Plant M,12,1116,00062814,00007119," 381,000 "
2013,09,September,15,2013,Plant M,41,1160,00063498,00007119," 381,200 "
2013,09,September,15,2013,Plant M,52,1160,00064468,00007119, 3 
2013,09,September,15,2013,Plant M,53,1160,00064468,00007119," 367,200 "
2013,09,September,15,2013,Plant N,1C,1110,00007651,00007129," 189,552 "
2013,09,September,15,2013,Plant N,2A,1116,00107713,00007129," 438,886 "
2013,09,September,15,2013,Plant N,2B,1116,00107713,00007129," 413,029 "
2013,09,September,15,2013,Plant N,2C,1116,00107713,00007129," 416,431 "
2013,09,September,15,2013,Plant N,2D,1116,00107713,00007129," 415,556 "
2013,09,September,15,2013,Plant N,2E,1116,00107713,00007129," 414,584 "
2013,09,September,15,2013,Plant N,2F,1116,00107713,00007129," 416,820 "
2013,09,September,15,2013,Plant N,2G,1116,00107713,00007129," 416,042 "
2013,09,September,15,2013,Plant N,2H,1116,00107713,00007129," 415,945 "
2013,09,September,15,2013,Plant N,3D,1110,00007625,00007129," 193,917 "
2013,09,September,15,2013,Plant N,3G,1110,00007625,00007129," 192,903 "
2013,09,September,15,2013,Plant N,3H,1110,00007625,00007129," 192,594 "
2013,09,September,15,2013,Plant N,3J,1110,00007625,00007129," 192,858 "
2013,09,September,15,2013,Plant N,3K,1111,00007625,00007129," 207,850 "
2013,09,September,15,2013,Plant N,3L,1110,00007625,00007129," 207,673 "
2013,09,September,15,2013,Plant R,1B,1156,00086301,00009995," 291,862 "
2013,09,September,15,2013,Plant R,1C,1156,00086301,00009995," 311,359 "
2013,09,September,15,2013,Plant R,1F,1116,00092950,00009995," 712,948 "
2013,09,September,15,2013,Plant R,1H,1116,00092950,00009995," 718,048 "
2013,09,September,15,2013,Plant R,1J,1116,00092950,00009995," 714,259 "
2013,09,September,15,2013,Plant R,2C,1116,00121782,00009995," 708,431 "
2013,09,September,15,2013,Plant R,2D,1116,00121782,00009995," 708,431 "
2013,09,September,15,2013,Plant R,2E,1116,00121782,00009995," 708,722 "
2013,09,September,15,2013,Plant R,2F,1116,00121782,00009995," 710,471 "
2013,09,September,15,2013,Plant R,2G,1156,00121782,00009995," 321,868 "
2013,09,September,15,2013,Plant R,2H,1156,00121782,00009995," 322,000 "
2013,09,September,15,2013,Plant R,2I,1156,00121782,00009995," 321,075 "
2013,09,September,15,2013,Plant R,2J,1156,00121782,00009995," 322,199 "
2013,09,September,15,2013,Plant R,2L,1156,00121782,00009995," 319,753 "
2013,09,September,15,2013,Plant R,2M,1116,00379602,00009995," 647,671 "
2013,09,September,15,2013,Plant T,1A,1149,00086290,00009995," 505,934 "
2013,09,September,15,2013,Plant T,1B,1149,00086290,00009995," 500,647 "
2013,09,September,15,2013,Plant T,1C,1149,00086290,00009995," 477,845 "
2013,09,September,15,2013,Plant T,1D,1149,00086290,00009995," 435,877 "
2013,09,September,15,2013,Plant T,1E,1149,00086290,00009995," 427,946 "
2013,09,September,15,2013,Plant U,2A,1150,00048669,00010269," 351,600 "
2013,09,September,15,2013,Plant V,1A,1151,00086106,00010270," 212,610 "
2013,09,September,15,2013,Plant W,1B,1152,00092959,00009995," 637,788 "
2013,09,September,15,2013,Plant W,1C,1152,00092959,00009995," 662,242 "
2013,09,September,15,2013,Plant W,1D,1152,00092959,00009995," 636,796 "
2013,09,September,15,2013,Plant W,1E,1152,00092959,00009995," 701,897 "
2013,09,September,15,2013,Plant W,1F,1152,00092959,00009995," 703,549 "
2013,09,September,15,2013,Plant W,3A,1152,00109511,00009995," 564,095 "
2013,09,September,15,2013,Plant W,4F,1152,00109511,00009995," 585,245 "
2013,09,September,15,2013,Plant X,5B,1155,00086089,00010270," 288,017 "
2013,09,September,16,2013,Plant A,1A,1160,00002161,00007129," 393,080 "
2013,09,September,16,2013,Plant A,1B,1160,00002161,00007129," 414,024 "
2013,09,September,16,2013,Plant A,1C,1160,00002161,00007129," 409,835 "
2013,09,September,16,2013,Plant A,1D,1160,00002161,00007129," 419,535 "
2013,09,September,16,2013,Plant A,1E,1160,00002161,00007129," 406,969 "
2013,09,September,16,2013,Plant A,2A,1160,00034286,00007129," 431,661 "
2013,09,September,16,2013,Plant A,3A,1158,00116129,00007129," 406,528 "
2013,09,September,16,2013,Plant A,3C,1158,00116129,00007129," 412,040 "
2013,09,September,16,2013,Plant C,21,1126,00027041,00007119," 362,400 "
2013,09,September,16,2013,Plant C,22,1126,00027041,00007119," 380,000 "
2013,09,September,16,2013,Plant C,23,1126,00184228,00007119," 375,400 "
2013,09,September,16,2013,Plant C,31,1126,00104793,00021701," 804,150 "
2013,09,September,16,2013,Plant C,32,1126,00104793,00021701," 820,800 "
2013,09,September,16,2013,Plant C,33,1126,00104793,00021701," 813,150 "
2013,09,September,16,2013,Plant C,63,1158,00010240,00007129," 412,922 "
2013,09,September,16,2013,Plant J,E1,1126,00008958,00021701," 812,700 "
2013,09,September,16,2013,Plant M,31,1160,00021974,00007119," 249,600 "
2013,09,September,16,2013,Plant M,41,1160,00232775,00010270," 409,187 "
2013,09,September,16,2013,Plant M,43,1160,00020679,00007119," 376,400 "
2013,09,September,16,2013,Plant M,51,1160,00064468,00007119," 71,321 "
2013,09,September,16,2013,Plant N,2A,1116,00107713,00007129," 416,237 "
2013,09,September,16,2013,Plant N,2B,1116,00107713,00007129," 415,945 "
2013,09,September,16,2013,Plant N,2C,1116,00107713,00007129," 416,237 "
2013,09,September,16,2013,Plant N,2D,1116,00107713,00007129," 416,625 "
2013,09,September,16,2013,Plant N,2E,1116,00107713,00007129," 414,098 "
2013,09,September,16,2013,Plant N,2F,1116,00107713,00007129," 411,765 "
2013,09,September,16,2013,Plant N,2G,1116,00107713,00007129," 415,751 "
2013,09,September,16,2013,Plant N,2H,1116,00107713,00007129," 415,556 "
2013,09,September,16,2013,Plant N,3A,1110,00007625,00007129," 202,338 "
2013,09,September,16,2013,Plant N,3C,1110,00007625,00007129," 191,271 "
